dinu_pt_loss,epoch,higgs_mass_loss,loss,mae_loss,neg_r2_loss,nu_mass_loss,step,val_dinu_pt_loss,val_higgs_mass_loss,val_loss,val_mae_loss,val_neg_r2_loss,val_nu_mass_loss,val_w0_mass_mae_loss,val_w1_mass_mae_loss,val_w_mass_mmd0_loss,val_w_mass_mmd1_loss,w0_mass_mae_loss,w1_mass_mae_loss,w_mass_mmd0_loss,w_mass_mmd1_loss
,13,,,,,,7223,63.8359375,4.929789066314697,39.843692779541016,33.71295928955078,-0.698919951915741,0.014320912770926952,25.567583084106445,26.424713134765625,0.22823677957057953,0.2826576232910156,,,,
63.192806243896484,13,8.79475212097168,39.56972885131836,33.5948600769043,-0.6970712542533875,0.013695424422621727,7223,,,,,,,,,,,24.848207473754883,25.51764678955078,0.22352038323879242,0.2743866741657257
,14,,,,,,7739,63.546077728271484,5.036120414733887,39.51061248779297,33.65793991088867,-0.699293851852417,0.014348112046718597,25.23398208618164,26.208961486816406,0.2206820398569107,0.2670411169528961,,,,
63.446807861328125,14,7.970762252807617,39.42650604248047,33.618072509765625,-0.697163462638855,0.0138778081163764,7739,,,,,,,,,,,24.772045135498047,25.59256362915039,0.21482940018177032,0.2692051827907562
,15,,,,,,8255,62.91720962524414,4.136137008666992,39.81638717651367,33.577213287353516,-0.7003040313720703,0.014609606005251408,25.402029037475586,26.537559509277344,0.2222733497619629,0.29765915870666504,,,,
62.62859344482422,15,7.833969593048096,39.2763671875,33.50248718261719,-0.6980041265487671,0.013966667465865612,8255,,,,,,,,,,,24.646936416625977,25.473690032958984,0.21597817540168762,0.2651793658733368
,16,,,,,,8771,62.967918395996094,3.554969310760498,39.362762451171875,33.59004592895508,-0.7005084156990051,0.014908836223185062,25.046415328979492,26.124238967895508,0.21368829905986786,0.2673712372779846,,,,
62.80052947998047,16,7.285236835479736,39.1291618347168,33.511966705322266,-0.6981586217880249,0.01416855026036501,8771,,,,,,,,,,,24.66085433959961,25.534605026245117,0.21017710864543915,0.25792309641838074
,17,,,,,,9287,62.04161071777344,2.6369597911834717,39.573394775390625,33.48235321044922,-0.701564610004425,0.015154632739722729,25.291187286376953,26.390331268310547,0.24648688733577728,0.2611011564731598,,,,
62.184165954589844,17,7.148101806640625,38.99110412597656,33.427223205566406,-0.6988977789878845,0.014248775318264961,9287,,,,,,,,,,,24.567981719970703,25.50778579711914,0.21069251000881195,0.2529645562171936
,18,,,,,,9803,61.76741027832031,3.1494967937469482,39.235260009765625,33.445831298828125,-0.701794445514679,0.015100105665624142,25.079587936401367,26.371444702148438,0.21681316196918488,0.26563912630081177,,,,
62.007381439208984,18,7.1760945320129395,38.89011764526367,33.396610260009766,-0.6992437839508057,0.014235740527510643,9803,,,,,,,,,,,24.505319595336914,25.558452606201172,0.20905330777168274,0.24873730540275574
,19,,,,,,10319,61.61274337768555,3.346224546432495,38.98369216918945,33.41522216796875,-0.7020200490951538,0.015113619156181812,24.738521575927734,26.058990478515625,0.20896872878074646,0.2550715506076813,,,,
62.052738189697266,19,6.9121785163879395,38.747947692871094,33.39650344848633,-0.6993366479873657,0.014407163485884666,10319,,,,,,,,,,,24.52918815612793,25.63062286376953,0.20143745839595795,0.24451987445354462
,20,,,,,,10835,61.78679656982422,2.0900893211364746,38.961265563964844,33.43967819213867,-0.7023618221282959,0.01554067712277174,24.79379653930664,26.211732864379883,0.2174050658941269,0.24272747337818146,,,,
61.6826171875,20,6.838562488555908,38.614479064941406,33.35722732543945,-0.6999756693840027,0.014486316591501236,10835,,,,,,,,,,,24.511072158813477,25.707500457763672,0.19836176931858063,0.23974092304706573
,21,,,,,,11351,61.199745178222656,1.9139784574508667,38.93460464477539,33.381874084472656,-0.7030613422393799,0.015782896429300308,24.560420989990234,26.06495475769043,0.21646979451179504,0.2462576925754547,,,,
61.342323303222656,21,7.004507064819336,38.5177116394043,33.30195236206055,-0.7003697156906128,0.014509349130094051,11351,,,,,,,,,,,24.478723526000977,25.741010665893555,0.19700753688812256,0.23763827979564667
,22,,,,,,11867,61.33073806762695,1.8623323440551758,38.82020950317383,33.37287902832031,-0.7030713558197021,0.01573655754327774,24.503780364990234,25.983287811279297,0.21496932208538055,0.23897479474544525,,,,
61.27316665649414,22,6.665063858032227,38.428775787353516,33.282676696777344,-0.700563907623291,0.014654521830379963,11867,,,,,,,,,,,24.343143463134766,25.64484214782715,0.19475838541984558,0.23408108949661255
,23,,,,,,12383,60.697784423828125,1.6150020360946655,38.926239013671875,33.31029510498047,-0.7037216424942017,0.015913618728518486,24.454288482666016,26.04829978942871,0.20848985016345978,0.25950467586517334,,,,
60.8291130065918,23,6.784193992614746,38.30857467651367,33.220436096191406,-0.7010614275932312,0.014652883633971214,12383,,,,,,,,,,,24.341617584228516,25.629453659057617,0.19192248582839966,0.23209001123905182
,24,,,,,,12899,60.91172409057617,1.529559850692749,38.78717041015625,33.29520797729492,-0.7040199041366577,0.016059635207057,24.38017463684082,25.97146224975586,0.21227291226387024,0.24539171159267426,,,,
60.58317947387695,24,6.970280170440674,38.17552185058594,33.16565704345703,-0.7015654444694519,0.014654474332928658,12899,,,,,,,,,,,24.28635597229004,25.631786346435547,0.19040937721729279,0.2270795851945877
,25,,,,,,13415,61.121009826660156,1.5828996896743774,38.750282287597656,33.324256896972656,-0.7039074301719666,0.016173606738448143,24.364511489868164,26.110496520996094,0.20652204751968384,0.24564656615257263,,,,
61.08038330078125,25,6.401276588439941,38.11408233642578,33.21902084350586,-0.7013159394264221,0.014732230454683304,13415,,,,,,,,,,,24.322805404663086,25.758872985839844,0.18532194197177887,0.22259804606437683
,26,,,,,,13931,60.3008918762207,1.6825180053710938,39.15979766845703,33.18500900268555,-0.7046494483947754,0.01594489812850952,24.374670028686523,26.123611450195312,0.2343377321958542,0.26355916261672974,,,,
60.66555404663086,26,6.539214134216309,38.00857925415039,33.15702819824219,-0.7017537951469421,0.01477351225912571,13931,,,,,,,,,,,24.22895622253418,25.75565528869629,0.182242289185524,0.22205385565757751
,27,,,,,,14447,60.255794525146484,1.7527084350585938,38.908973693847656,33.21759033203125,-0.7055274248123169,0.016601338982582092,24.377092361450195,26.101282119750977,0.2249472588300705,0.2493348866701126,,,,
60.890201568603516,27,6.493696689605713,37.91093063354492,33.14911651611328,-0.7019705176353455,0.014792668633162975,14447,,,,,,,,,,,24.191513061523438,25.686017990112305,0.17970001697540283,0.21711798012256622
,28,,,,,,14963,60.84603500366211,2.1567530632019043,38.939361572265625,33.29865264892578,-0.704829216003418,0.01666904240846634,24.36670684814453,26.273286819458008,0.21471011638641357,0.2553488612174988,,,,
60.334529876708984,28,6.531829357147217,37.89109420776367,33.1116943359375,-0.7023927569389343,0.014942816458642483,14963,,,,,,,,,,,24.244709014892578,25.783672332763672,0.1820671111345291,0.21621422469615936
,29,,,,,,15479,60.29588317871094,1.897455096244812,38.504432678222656,33.20880126953125,-0.7054905295372009,0.01670798659324646,24.023509979248047,25.975934982299805,0.20129381120204926,0.24000848829746246,,,,
60.559940338134766,29,6.274223327636719,37.74467849731445,33.123924255371094,-0.7026128172874451,0.015012462623417377,15479,,,,,,,,,,,24.2346134185791,25.89927101135254,0.174594908952713,0.21046708524227142
,30,,,,,,15995,61.189117431640625,2.720733642578125,38.6468505859375,33.347103118896484,-0.7048019170761108,0.01689048856496811,24.03957176208496,26.256874084472656,0.20197950303554535,0.2396669089794159,,,,
60.005401611328125,30,6.42822790145874,37.653472900390625,33.04080581665039,-0.7031134366989136,0.015089877881109715,15995,,,,,,,,,,,24.06146812438965,25.931272506713867,0.1732262372970581,0.2111635059118271
,31,,,,,,16511,60.37432861328125,2.3565163612365723,38.56485366821289,33.225643157958984,-0.7059944868087769,0.0169568732380867,24.057281494140625,26.112384796142578,0.20499487221240997,0.2399393767118454,,,,
60.39262008666992,31,6.386909484863281,37.60426712036133,33.090003967285156,-0.7030540108680725,0.015068929642438889,16511,,,,,,,,,,,24.161144256591797,26.05998420715332,0.1699490249156952,0.20623929798603058
,32,,,,,,17027,60.62709045410156,3.0132625102996826,39.14207458496094,33.24022674560547,-0.7059147357940674,0.017039073631167412,24.32169532775879,26.451393127441406,0.24684381484985352,0.2449766844511032,,,,
60.55872344970703,32,5.839571952819824,37.51105880737305,33.107666015625,-0.7029420137405396,0.015177364461123943,17027,,,,,,,,,,,24.178693771362305,26.137126922607422,0.1649191975593567,0.20202931761741638
,33,,,,,,17543,61.36503219604492,3.8142645359039307,38.44277572631836,33.35493469238281,-0.7052009105682373,0.017126740887761116,24.023067474365234,26.26572036743164,0.20076067745685577,0.22322668135166168,,,,
60.9927864074707,33,5.719273567199707,37.494258880615234,33.13151168823242,-0.7028958797454834,0.015154781751334667,17543,,,,,,,,,,,24.223987579345703,26.17874526977539,0.1658906191587448,0.19767136871814728
,34,,,,,,18059,60.72514343261719,3.415029287338257,38.59433364868164,33.24968719482422,-0.7060256004333496,0.017144758254289627,23.900409698486328,26.110530853271484,0.20516468584537506,0.24022240936756134,,,,
60.65345001220703,34,5.425735950469971,37.37702560424805,33.07903289794922,-0.7033912539482117,0.015234763734042645,18059,,,,,,,,,,,24.200115203857422,26.109651565551758,0.16517584025859833,0.19298943877220154
,35,,,,,,18575,61.30223846435547,3.8878743648529053,38.65702438354492,33.35142517089844,-0.7056807279586792,0.017242813482880592,24.27623176574707,26.565563201904297,0.2116490751504898,0.23048585653305054,,,,
60.615718841552734,35,5.535750865936279,37.26640319824219,33.0859375,-0.7033516764640808,0.015253317542374134,18575,,,,,,,,,,,24.155338287353516,26.170900344848633,0.15997403860092163,0.1883971095085144
,36,,,,,,19091,61.10283279418945,2.767085075378418,38.791927337646484,33.24358367919922,-0.7057725191116333,0.016962261870503426,24.289308547973633,26.488187789916992,0.23311008512973785,0.22925101220607758,,,,
60.727439880371094,36,5.469110488891602,37.172706604003906,33.088233947753906,-0.7033926248550415,0.01525800209492445,19091,,,,,,,,,,,24.094797134399414,26.15517807006836,0.15626800060272217,0.18410338461399078
,37,,,,,,19607,60.732933044433594,2.8404836654663086,38.15803909301758,33.21063232421875,-0.7061815857887268,0.017009932547807693,23.81389808654785,26.0869197845459,0.1922759711742401,0.22000855207443237,,,,
60.26527786254883,37,5.877783298492432,37.0978889465332,33.01398468017578,-0.7039267420768738,0.015297121368348598,19607,,,,,,,,,,,24.048540115356445,26.104694366455078,0.15813738107681274,0.1821870505809784
,38,,,,,,20123,61.06355667114258,3.374990224838257,38.79959487915039,33.24687957763672,-0.7064418196678162,0.01723373495042324,24.238943099975586,26.6534366607666,0.21979452669620514,0.24293236434459686,,,,
60.417572021484375,38,5.795961380004883,36.98282241821289,33.01905822753906,-0.7038727402687073,0.015262938104569912,20123,,,,,,,,,,,24.016868591308594,26.165096282958984,0.15474605560302734,0.17556804418563843
,39,,,,,,20639,60.348655700683594,2.9677112102508545,38.2103157043457,33.169071197509766,-0.7067878246307373,0.01707286387681961,23.917049407958984,26.38642120361328,0.19737549126148224,0.22272726893424988,,,,
60.44715881347656,39,5.746877193450928,36.97998046875,33.01496505737305,-0.7040192484855652,0.015299809165298939,20639,,,,,,,,,,,24.050283432006836,26.324356079101562,0.15384028851985931,0.1765785962343216
,40,,,,,,21155,60.48381042480469,3.4028854370117188,37.973548889160156,33.198970794677734,-0.7068161368370056,0.01726827770471573,23.674882888793945,26.141706466674805,0.19068962335586548,0.2071920931339264,,,,
59.964778900146484,40,5.6097092628479,36.87441635131836,32.963436126708984,-0.7045803070068359,0.015383112244307995,21155,,,,,,,,,,,23.950185775756836,26.350378036499023,0.1522066742181778,0.17370890080928802
,41,,,,,,21671,60.741546630859375,4.156108379364014,38.294822692871094,33.214752197265625,-0.7066025733947754,0.01740836910903454,23.84771728515625,26.27545928955078,0.20641696453094482,0.21692267060279846,,,,
59.49788284301758,41,6.051920413970947,36.800758361816406,32.89210891723633,-0.7053501605987549,0.015440989285707474,21671,,,,,,,,,,,23.841144561767578,26.06892967224121,0.1520717591047287,0.17364898324012756
,42,,,,,,22187,60.95050048828125,2.806333065032959,37.70322799682617,33.21195983886719,-0.7066259384155273,0.017131581902503967,23.699369430541992,26.026212692260742,0.17825810611248016,0.19601447880268097,,,,
60.16415786743164,42,5.790355205535889,36.71818161010742,32.95378112792969,-0.704567551612854,0.01535771507769823,22187,,,,,,,,,,,23.898759841918945,26.10316276550293,0.14700353145599365,0.16669754683971405
,43,,,,,,22703,60.981624603271484,3.924955129623413,38.21571350097656,33.199188232421875,-0.7069826126098633,0.01733350194990635,23.750579833984375,26.139209747314453,0.2112886905670166,0.20675382018089294,,,,
60.30857467651367,43,5.610268592834473,36.63628387451172,32.94807815551758,-0.7047202587127686,0.015420965850353241,22703,,,,,,,,,,,23.857175827026367,26.041515350341797,0.14352546632289886,0.16382484138011932
,44,,,,,,23219,61.56547164916992,4.205585956573486,37.86603927612305,33.297630310058594,-0.7063645720481873,0.017342494800686836,23.55742645263672,25.956811904907227,0.17878496646881104,0.2019149661064148,,,,
60.71194076538086,44,5.125392913818359,36.61759567260742,32.99239730834961,-0.7045654058456421,0.015468721278011799,23219,,,,,,,,,,,23.70241928100586,25.859973907470703,0.13967806100845337,0.16242335736751556
,45,,,,,,23735,61.851783752441406,5.7564802169799805,38.342071533203125,33.36079025268555,-0.7065287828445435,0.017711497843265533,24.02520751953125,26.4864501953125,0.19694063067436218,0.21816536784172058,,,,
60.575706481933594,45,4.993813991546631,36.49187088012695,32.99999237060547,-0.7043823599815369,0.015440640971064568,23735,,,,,,,,,,,23.800949096679688,26.043973922729492,0.13459137082099915,0.15639908611774445
,46,,,,,,24251,60.21533203125,3.176748752593994,37.789791107177734,33.112815856933594,-0.7076367139816284,0.017245948314666748,23.899761199951172,26.30113410949707,0.1900489777326584,0.19969990849494934,,,,
60.184993743896484,46,5.319396495819092,36.461185455322266,32.936283111572266,-0.7050703167915344,0.01552671194076538,24251,,,,,,,,,,,23.96027374267578,26.190401077270508,0.13502171635627747,0.1587204933166504
,47,,,,,,24767,61.00617218017578,3.4836995601654053,37.911006927490234,33.22336196899414,-0.7062191963195801,0.017345137894153595,23.854154586791992,26.09378433227539,0.20126497745513916,0.18937240540981293,,,,
60.0162467956543,47,5.10042667388916,36.39145278930664,32.920166015625,-0.7054835557937622,0.015608491376042366,24767,,,,,,,,,,,23.855318069458008,26.21284294128418,0.1330457180738449,0.15622861683368683
,48,,,,,,25283,61.42458724975586,4.854339122772217,38.160518646240234,33.24538040161133,-0.7074525952339172,0.017561811953783035,24.016551971435547,26.435266494750977,0.21105563640594482,0.19853928685188293,,,,
60.046852111816406,48,4.937304973602295,36.33804702758789,32.91287612915039,-0.7055566310882568,0.015607155859470367,25283,,,,,,,,,,,23.82763671875,26.037628173828125,0.13209664821624756,0.1533348560333252
,49,,,,,,25799,60.928497314453125,4.207268238067627,37.804508209228516,33.201499938964844,-0.7077119946479797,0.017482945695519447,23.92336654663086,26.312374114990234,0.18880049884319305,0.19478462636470795,,,,
60.24818420410156,49,4.411862373352051,36.29762649536133,32.95094299316406,-0.7054004669189453,0.01571963168680668,25799,,,,,,,,,,,23.81838035583496,26.16231918334961,0.1288299262523651,0.15006092190742493
,50,,,,,,26315,60.386043548583984,2.507272720336914,37.314666748046875,33.0894775390625,-0.707564115524292,0.017119260504841805,23.707483291625977,26.03553009033203,0.182327538728714,0.1697716861963272,,,,
59.93212890625,50,5.310748100280762,36.23888397216797,32.88837814331055,-0.7058212757110596,0.01560977939516306,26315,,,,,,,,,,,23.816694259643555,25.987201690673828,0.1279909610748291,0.15121769905090332
,51,,,,,,26831,60.31178283691406,2.1924915313720703,36.8816032409668,33.0743522644043,-0.7079334259033203,0.017053425312042236,23.42095947265625,25.93068504333496,0.14979542791843414,0.1674758940935135,,,,
60.10253143310547,51,5.427890300750732,36.17361068725586,32.87890625,-0.7059276700019836,0.015607817098498344,26831,,,,,,,,,,,23.735933303833008,26.09067153930664,0.12563319504261017,0.14892429113388062
,52,,,,,,27347,60.90950012207031,3.0892930030822754,37.14505386352539,33.158668518066406,-0.7075660228729248,0.017269782721996307,23.445068359375,25.84661293029785,0.16719338297843933,0.16500553488731384,,,,
59.588401794433594,52,5.088429927825928,36.10649108886719,32.84114456176758,-0.7064988017082214,0.015786901116371155,27347,,,,,,,,,,,23.644521713256836,25.88995361328125,0.12545211613178253,0.14666013419628143
,53,,,,,,27863,61.25412368774414,3.840902805328369,37.6323356628418,33.24451446533203,-0.7050539255142212,0.01747599057853222,23.835927963256836,26.431955337524414,0.16419343650341034,0.20145897567272186,,,,
60.02741622924805,53,5.021920204162598,36.11968231201172,32.88973617553711,-0.7061143517494202,0.01577898859977722,27863,,,,,,,,,,,23.70631217956543,26.029556274414062,0.12384644895792007,0.1453164964914322
,54,,,,,,28379,60.11273956298828,3.0632734298706055,37.20656967163086,33.037593841552734,-0.7093665599822998,0.017540985718369484,23.682144165039062,26.036340713500977,0.16649538278579712,0.18091771006584167,,,,
59.839942932128906,54,4.943929195404053,36.02744674682617,32.83051300048828,-0.7069247961044312,0.01581408642232418,28379,,,,,,,,,,,23.697803497314453,25.90857696533203,0.12226665019989014,0.14414474368095398
,55,,,,,,28895,60.395606994628906,2.8481192588806152,37.685302734375,33.08366012573242,-0.7076460123062134,0.017471466213464737,23.9102725982666,26.214920043945312,0.17206262052059174,0.21140757203102112,,,,
59.221614837646484,55,5.321044921875,35.962371826171875,32.7266960144043,-0.7080562114715576,0.016009123995900154,28895,,,,,,,,,,,23.66402816772461,25.643571853637695,0.12439779192209244,0.1452416181564331
,56,,,,,,29411,60.047367095947266,1.9441572427749634,36.74089050292969,33.03467559814453,-0.7092088460922241,0.017295071855187416,23.77095603942871,25.96449851989746,0.15151046216487885,0.15734125673770905,,,,
59.91840744018555,56,4.862003803253174,35.98033905029297,32.821868896484375,-0.7073584198951721,0.0159841887652874,29411,,,,,,,,,,,23.920881271362305,25.91932487487793,0.12007809430360794,0.1431279182434082
,57,,,,,,29927,60.560062408447266,2.1265690326690674,37.00864791870117,33.049190521240234,-0.7090790867805481,0.0172736756503582,23.675100326538086,25.873308181762695,0.15194189548492432,0.1780133843421936,,,,
60.07783126831055,57,4.6300177574157715,35.88520050048828,32.83538818359375,-0.7070529460906982,0.015944037586450577,29927,,,,,,,,,,,23.924047470092773,25.9184627532959,0.11372140049934387,0.1404283195734024
,58,,,,,,30443,61.210872650146484,3.4190595149993896,37.43718719482422,33.13840866088867,-0.7085959911346436,0.01742601953446865,23.78234100341797,26.189802169799805,0.16883359849452972,0.1893988996744156,,,,
60.21894073486328,58,4.5039448738098145,35.837093353271484,32.85129165649414,-0.7069404125213623,0.015952393412590027,30443,,,,,,,,,,,23.699932098388672,25.807992935180664,0.11321797966957092,0.135597825050354
,59,,,,,,30959,60.722816467285156,3.0773518085479736,37.041648864746094,33.04814529418945,-0.7096505165100098,0.017600834369659424,23.781272888183594,26.065034866333008,0.1528359204530716,0.17995624244213104,,,,
60.045440673828125,59,4.353634834289551,35.81583023071289,32.84849166870117,-0.7071163058280945,0.016006771475076675,30959,,,,,,,,,,,23.784570693969727,25.9388370513916,0.11116420477628708,0.13611061871051788
,60,,,,,,31475,60.130760192871094,2.582125425338745,37.41212844848633,32.986942291259766,-0.710430920124054,0.0176054947078228,23.852243423461914,26.097990036010742,0.15932749211788177,0.20943859219551086,,,,
59.40146255493164,60,4.840512752532959,35.741085052490234,32.716861724853516,-0.7085904479026794,0.01611209660768509,31475,,,,,,,,,,,23.755399703979492,25.697017669677734,0.11500858515501022,0.13700929284095764
,61,,,,,,31991,60.805667877197266,3.7960712909698486,37.10115432739258,33.08114242553711,-0.7101936340332031,0.017847077921032906,23.782960891723633,25.761144638061523,0.17742422223091125,0.15757817029953003,,,,
59.47361755371094,61,4.386045455932617,35.660438537597656,32.738800048828125,-0.7084814310073853,0.01617547497153282,31991,,,,,,,,,,,23.71311378479004,25.66213035583496,0.10935350507497787,0.1341167837381363
,62,,,,,,32507,60.33020782470703,1.931814432144165,37.52519226074219,32.926910400390625,-0.7111326456069946,0.017600975930690765,23.767393112182617,25.887788772583008,0.17239141464233398,0.21079689264297485,,,,
59.6579704284668,62,4.337621688842773,35.62141799926758,32.752784729003906,-0.708518385887146,0.0162151250988245,32507,,,,,,,,,,,23.71773338317871,25.49260902404785,0.10874422639608383,0.1303088217973709
,63,,,,,,33023,60.35634231567383,2.431889772415161,36.95038986206055,32.92814636230469,-0.7116085886955261,0.017815323546528816,23.510650634765625,25.60993003845215,0.15731975436210632,0.1778661012649536,,,,
59.63113021850586,63,4.971432685852051,35.58432388305664,32.68994140625,-0.7093726992607117,0.016276346519589424,33023,,,,,,,,,,,23.697107315063477,25.42160987854004,0.11112940311431885,0.13006839156150818
,64,,,,,,33539,60.288814544677734,2.4747865200042725,36.582740783691406,32.92247009277344,-0.7108707427978516,0.017785418778657913,23.474288940429688,25.614154815673828,0.13400429487228394,0.17101876437664032,,,,
59.290504455566406,64,5.358022689819336,35.5423583984375,32.62889862060547,-0.7101200222969055,0.016353536397218704,33539,,,,,,,,,,,23.640727996826172,25.362451553344727,0.11074601113796234,0.13203981518745422
,65,,,,,,34055,59.293983459472656,1.4875187873840332,37.42159652709961,32.74787902832031,-0.7131981253623962,0.017623702064156532,23.937702178955078,25.668598175048828,0.1932259351015091,0.19624976813793182,,,,
59.253604888916016,65,5.020594596862793,35.52937316894531,32.61943817138672,-0.7104759216308594,0.016453010961413383,34055,,,,,,,,,,,23.74382781982422,25.434064865112305,0.11128231883049011,0.13121137022972107
,66,,,,,,34571,60.3576545715332,2.0639266967773438,36.90163040161133,32.83988952636719,-0.7127845883369446,0.017974212765693665,23.669570922851562,25.264829635620117,0.17993758618831635,0.15853948891162872,,,,
59.1405143737793,66,5.461103439331055,35.526885986328125,32.578582763671875,-0.7110033631324768,0.01656627468764782,34571,,,,,,,,,,,23.701318740844727,25.278583526611328,0.11409413814544678,0.1315998136997223
,67,,,,,,35087,60.04369354248047,2.646049976348877,37.14769744873047,32.87134552001953,-0.7119519114494324,0.017770200967788696,23.62944221496582,25.58507537841797,0.16911356151103973,0.18724998831748962,,,,
